Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PE/2446;Piazza VENTIQUATTRO MAGGIO N. 7| isolato:086| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Piazza VENTIQUATTRO MAGGIO;7;5200.0;e - Bar gastronomici e simili|f - Bar caffè e simili;;105.0;20136.0;6.0;TICINESE;5.0;9.18119343606;45.4524865853;45.4524865853, 9.18119343606
PE/25780;Viale MONZA N. 37 (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;37;2274.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;68.0;20127.0;20.0;LORETO;2.0;9.21763948413;45.4899359097;45.4899359097, 9.21763948413
C-PE/2490;Via TABACCHI ODOARDO N. 11| isolato:114| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TABACCHI ODOARDO;11;5223.0;;;63.0;20136.0;6.0;TICINESE;5.0;9.18104996367;45.4476405504;45.4476405504, 9.18104996367
C-PE/2493;Piazza VENTIQUATTRO MAGGIO N. 12| isolato:084| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Piazza VENTIQUATTRO MAGGIO;12;5200.0;e - Bar gastronomici e simili|f - Bar caffè e simili;cafe frau;109.0;20136.0;6.0;TICINESE;5.0;9.17887537987;45.4520854193;45.4520854193, 9.17887537987
C-PE/2495;Piazza VENTIQUATTRO MAGGIO N. 4| isolato:127| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Piazza VENTIQUATTRO MAGGIO;4;5200.0;;;64.0;20123.0;6.0;TICINESE;5.0;9.17987646229;45.4531530309;45.4531530309, 9.17987646229
C-PE/2496;Via TRINCEA DELLE FRASCHE N. 2| isolato:095| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via TRINCEA DELLE FRASCHE;2;5173.0;;de cherubini;115.0;20136.0;6.0;TICINESE;5.0;9.18091247889;45.4518688211;45.4518688211, 9.18091247889
C-PE/2498;Corso GOTTARDO (SAN) N. 2| isolato:052| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Corso GOTTARDO (SAN);2;5203.0;a - Ristorante, trattoria, osteria con cucina e simili;;59.0;20136.0;6.0;TICINESE;5.0;9.17996594651;45.451773033;45.451773033, 9.17996594651
C-PE/2499;Piazza ALESSANDRO (SANT') N. 2|pza sant' alessandro 002| isolato:442| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza ALESSANDRO (SANT');2;530.0;;;63.0;20123.0;1.0;DUOMO;1.0;9.18625897842;45.4611383996;45.4611383996, 9.18625897842
C-PE/2502;VIA DOGANA N. 3|via dogana 003| isolato:449| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA DOGANA;3;341.0;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili|e - Bar gastronomici e simili;bar mercurio;57.0;20123.0;1.0;DUOMO;1.0;9.18880588327;45.4632275112;45.4632275112, 9.18880588327
C-PE/2507;Via GONZAGA MAURIZIO N. 6|via gonzaga maurizio 006| isolato:448| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via GONZAGA MAURIZIO;6;344.0;;;144.0;20123.0;1.0;DUOMO;1.0;9.18878474542;45.4615112512;45.4615112512, 9.18878474542
C-PE/2508;Via GONZAGA MAURIZIO N. 4|via gonzaga maurizio 004| isolato:448| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via GONZAGA MAURIZIO;4;344.0;e - Bar gastronomici e simili|f - Bar caffè e simili;bar tabacchi;36.0;20123.0;1.0;DUOMO;1.0;9.18909247909;45.4617034119;45.4617034119, 9.18909247909
C-PE/2513;Via MARIA VALLE (SANTA) N. 4|via santa maria valle 004| isolato:398| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MARIA VALLE (SANTA);4;535.0;a - Ristorante, trattoria, osteria con cucina e simili;bar s.maria valle;49.0;20123.0;1.0;DUOMO;1.0;9.18387787566;45.4597070162;45.4597070162, 9.18387787566
PE/25325;Via LOMBARDI RICCARDO N. 9 c/o hotel silver (z.d. 7);SOMMINISTRAZIONE - In piano;Via LOMBARDI RICCARDO;9;6893.0;a - Ristorante, trattoria, osteria con cucina e simili;;67.0;20153.0;87.0;Parco Agricolo Sud;7.0;9.06865089075;45.4591776346;45.4591776346, 9.06865089075
PE/25326;VIA CASTALDI PANFILO N. 37 (z.d. 3);SOMMINISTRAZIONE - In piano;VIA CASTALDI PANFILO;37;2119.0;a - Ristorante, trattoria, osteria con cucina e simili;;77.0;20124.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.20504111583;45.4758558569;45.4758558569, 9.20504111583
C-PE/130;Via INGANNI ANGELO N. 48| isolato:058| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via INGANNI ANGELO;48;6672.0;e - Bar gastronomici e simili;;72.0;20147.0;53.0;LORENTEGGIO;6.0;9.1253440942;45.4522650472;45.4522650472, 9.1253440942
C-PE/131;Via GIGLI (DEI) N. 14| isolato:101| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via GIGLI (DEI);14;6678.0;;;100.0;20147.0;53.0;LORENTEGGIO;6.0;9.13303863935;45.4525736598;45.4525736598, 9.13303863935
C-PE/134;Viale GIMIGNANO (SAN) N. 37| isolato:026| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale GIMIGNANO (SAN);37;6613.0;e - Bar gastronomici e simili|f - Bar caffè e simili;;40.0;20147.0;52.0;BANDE NERE;6.0;9.13616937761;45.460144157;45.460144157, 9.13616937761
C-PE/141;VIA SODERINI LUIGI N. 55| isolato:071| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA SODERINI LUIGI;55;6675.0;;;58.0;20146.0;52.0;BANDE NERE;6.0;9.13430513933;45.4540824592;45.4540824592, 9.13430513933
C-PE/142;Via SODERINI LUIGI N. 55| isolato:071| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via SODERINI LUIGI;55;6675.0;;take it easy cafe;65.0;20146.0;52.0;BANDE NERE;6.0;9.13430513933;45.4540824592;45.4540824592, 9.13430513933
C-PE/143;Via ARZAGA N. 24| isolato:068| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via ARZAGA;24;6674.0;;;61.0;20146.0;52.0;BANDE NERE;6.0;9.13439238034;45.4559621606;45.4559621606, 9.13439238034
C-PE/146;Via MONTECUCCOLI RAIMONDO N. 14| isolato:036| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via MONTECUCCOLI RAIMONDO;14;6650.0;;bar internazionale;90.0;20147.0;52.0;BANDE NERE;6.0;9.13197006484;45.4586591405;45.4586591405, 9.13197006484
C-PE/147;Viale LEGIONI ROMANE N. 37| isolato:025| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale LEGIONI ROMANE;37;6649.0;;;54.0;20147.0;52.0;BANDE NERE;6.0;9.13133653557;45.4597889822;45.4597889822, 9.13133653557
C-PE/152;Viale CASSIODORO N. 5| isolato:149| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Viale CASSIODORO;5;6359.0;a - Ristorante, trattoria, osteria con cucina e simili;;166.0;20145.0;59.0;TRE TORRI;8.0;9.15936268475;45.4749623508;45.4749623508, 9.15936268475
C-PE/157;Via GIOVANNI DA PROCIDA N. 21| isolato:084| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via GIOVANNI DA PROCIDA;21;7151.0;;la chicchera;47.0;20145.0;68.0;PAGANO;8.0;9.16140306545;45.4801486615;45.4801486615, 9.16140306545
C-PE/159;Corso SEMPIONE N. 75| isolato:039| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;75;7137.0;;;38.0;20149.0;67.0;PORTELLO;8.0;9.15890211625;45.48533765;45.48533765, 9.15890211625
C-PE/160;Corso SEMPIONE N. 77| isolato:039| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;77;7137.0;;;27.0;20149.0;67.0;PORTELLO;8.0;9.15870981984;45.4854852943;45.4854852943, 9.15870981984
C-PE/161;Corso SEMPIONE N. 81| isolato:024| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Corso SEMPIONE;81;7137.0;f - Bar caffè e simili;;84.0;20149.0;67.0;PORTELLO;8.0;9.15840516507;45.4860290046;45.4860290046, 9.15840516507
C-PE/165;Via GIOVANNI DA PROCIDA N. 27| isolato:084| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via GIOVANNI DA PROCIDA;27;7151.0;;;46.0;20145.0;68.0;PAGANO;8.0;9.16101904574;45.4804259543;45.4804259543, 9.16101904574
C-PE/166;VIA GIOVANNI DA PROCIDA N. 26| isolato:040| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;VIA GIOVANNI DA PROCIDA;26;7151.0;;cafe vigorelli;70.0;20149.0;67.0;PORTELLO;8.0;9.15836883712;45.4827974978;45.4827974978, 9.15836883712
C-PE/168;Via COSTA ANDREA N. 4| isolato:277| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via COSTA ANDREA;4;2276.0;f - Bar caffè e simili;mangia e bevi;57.0;20131.0;20.0;LORETO;3.0;9.21870101351568;45.4863844478309;45.4863844478309, 9.21870101351568
C-PE/170;Via CASORETTO N. 9| isolato:001| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via CASORETTO;9;2420.0;;stella d oro rist cinese;102.0;20131.0;20.0;LORETO;3.0;9.22593401889;45.4888992184;45.4888992184, 9.22593401889
C-PE/3536;Via SFORZA FRANCESCO N. 14|via sforza francesco 014| isolato:469| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SFORZA FRANCESCO;14;330.0;;bar sforza;57.0;20122.0;1.0;DUOMO;1.0;9.19664139956;45.4611487039;45.4611487039, 9.19664139956
C-PE/3537;Via SFORZA FRANCESCO N. 14|via sforza francesco 014| isolato:469| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SFORZA FRANCESCO;14;330.0;;;127.0;20122.0;1.0;DUOMO;1.0;9.19664139956;45.4611487039;45.4611487039, 9.19664139956
C-PE/6654;Via AGNESE (SANT') N. 14|via sant' agnese 014| isolato:340| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via AGNESE (SANT');14;648.0;;;83.0;20123.0;1.0;DUOMO;1.0;9.176579011;45.4647343112;45.4647343112, 9.176579011
C-PE/338;VIA PADOVA N. 84| isolato:337| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA PADOVA;84;2275.0;a - Ristorante, trattoria, osteria con cucina e simili;bar restaur.machupicchu;71.0;20131.0;20.0;LORETO;2.0;9.22568285661;45.492794612;45.492794612, 9.22568285661
C-PE/340;Via PADOVA N. 36| isolato:353| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;36;2275.0;;;92.0;20131.0;20.0;LORETO;2.0;9.22047464291;45.4888620395;45.4888620395, 9.22047464291
C-PE/341;Via PADOVA N. 34| isolato:353| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;34;2275.0;;;104.0;20131.0;20.0;LORETO;2.0;9.22029098408;45.4887270974;45.4887270974, 9.22029098408
C-PE/342;Via PADOVA N. 3| isolato:352| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via PADOVA;3;2275.0;;;80.0;20127.0;20.0;LORETO;2.0;9.21784781503;45.4871294512;45.4871294512, 9.21784781503
C-PE/343;VIA PADOVA N. 7| isolato:352| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA PADOVA;7;2275.0;;;80.0;20127.0;20.0;LORETO;2.0;9.21845016612;45.4875816216;45.4875816216, 9.21845016612
C-PE/347;VIALE MONZA N. 76| isolato:312| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIALE MONZA;76;2274.0;e - Bar gastronomici e simili;bar cosmai;63.0;20127.0;20.0;LORETO;2.0;9.2196771389;45.4953711251;45.4953711251, 9.2196771389
C-PE/348;Viale MONZA N. 56| isolato:324| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;56;2274.0;e - Bar gastronomici e simili;bar mercato;62.0;20127.0;20.0;LORETO;2.0;9.21911186089;45.493499941;45.493499941, 9.21911186089
C-PE/350;Viale MONZA N. 44| isolato:332| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;44;2274.0;;petit bar;27.0;20127.0;20.0;LORETO;2.0;9.21874759518;45.4923042543;45.4923042543, 9.21874759518
C-PE/351;Viale MONZA N. 28| isolato:347| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;28;2274.0;;bar l incontro;55.0;20127.0;20.0;LORETO;2.0;9.21816410702;45.490376141;45.490376141, 9.21816410702
C-PE/354;Viale MONZA N. 10| isolato:352| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;10;2274.0;;;60.0;20127.0;20.0;LORETO;2.0;9.21750963275158;45.4881144707016;45.4881144707016, 9.21750963275158
C-PE/355;Viale MONZA N. 4| isolato:352| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;4;2274.0;;;46.0;20127.0;20.0;LORETO;2.0;9.21727365968;45.4874262516;45.4874262516, 9.21727365968
C-PE/358;Viale MONZA N. 90| isolato:295| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;90;2274.0;;aangan;93.0;20127.0;20.0;LORETO;2.0;9.22027074567;45.4973417731;45.4973417731, 9.22027074567
C-PE/360;Viale MONZA N. 58 (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;58;2274.0;e - Bar gastronomici e simili;;63.0;20127.0;20.0;LORETO;2.0;9.21917513533948;45.4936325862239;45.4936325862239, 9.21917513533948
C-PE/361;Viale MONZA N. 78| isolato:312| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;78;2274.0;;;50.0;20127.0;20.0;LORETO;2.0;9.21976883191076;45.4955632223913;45.4955632223913, 9.21976883191076
C-PE/362;Viale MONZA N. 32| isolato:347| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;32;2274.0;;blue moon bar;55.0;20127.0;20.0;LORETO;2.0;9.21828653701;45.4907846062;45.4907846062, 9.21828653701
C-PE/365;VIA LORENTEGGIO N. 163| isolato:138| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA LORENTEGGIO;163;5132.0;f - Bar caffè e simili;bar;75.0;20146.0;49.0;GIAMBELLINO;6.0;9.13653752192;45.4497819849;45.4497819849, 9.13653752192
C-PE/367;Via LORENTEGGIO N. 157| isolato:139| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LORENTEGGIO;157;5132.0;;citta d oriente;107.0;20146.0;49.0;GIAMBELLINO;6.0;9.13820093075;45.4502929692;45.4502929692, 9.13820093075
C-PE/369;Via ODAZIO EMANUELE N. 8| isolato:134| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via ODAZIO EMANUELE;8;5383.0;;;78.0;20147.0;49.0;GIAMBELLINO;6.0;9.13325952724;45.4484781171;45.4484781171, 9.13325952724
C-PE/372;Via BIANCOSPINI (DEI) N. 20| isolato:143| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via BIANCOSPINI (DEI);20;6711.0;;miami american cafe;36.0;20146.0;49.0;GIAMBELLINO;6.0;9.14087993432;45.4496948071;45.4496948071, 9.14087993432
C-PE/1855;Via BREDA ERNESTO N. 86| isolato:068| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via BREDA ERNESTO;86;2342.0;;la fornasetta;309.0;20126.0;16.0;VLE MONZA;2.0;9.21758413917;45.5140504561;45.5140504561, 9.21758413917
C-PE/1856;Via BREDA ERNESTO N. 196| isolato:001| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via BREDA ERNESTO;196;2342.0;;trattoria nuova italia;120.0;20126.0;16.0;VLE MONZA;2.0;9.22331240424;45.5231461567;45.5231461567, 9.22331240424
C-PE/1863;Via LIVRAGHI GIOVANNI N. 8| isolato:037| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via LIVRAGHI GIOVANNI;8;2443.0;;bar caffe;40.0;20126.0;16.0;VLE MONZA;2.0;9.22409083686;45.5162641898;45.5162641898, 9.22409083686
C-PE/1864;Viale MONZA N. 319| isolato:030| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;319;2274.0;;;109.0;20126.0;16.0;VLE MONZA;2.0;9.22603393702;45.5178320444;45.5178320444, 9.22603393702
C-PE/1865;Viale MONZA N. 273| isolato:073| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;273;2274.0;;bar tabacchi;53.0;20126.0;16.0;VLE MONZA;2.0;9.22462585931;45.513038806;45.513038806, 9.22462585931
C-PE/1866;Viale MONZA N. 281| isolato:064| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;281;2274.0;;zhao suilin;57.0;20126.0;16.0;VLE MONZA;2.0;9.22494200154;45.5140969959;45.5140969959, 9.22494200154
C-PE/1871;Viale MONZA N. 325| isolato:029| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;325;2274.0;;;53.0;20126.0;16.0;VLE MONZA;2.0;9.22551021633;45.5184455509;45.5184455509, 9.22551021633
C-PE/1872;Viale MONZA N. 315| isolato:030| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale MONZA;315;2274.0;e - Bar gastronomici e simili|c - Tavole calde,self service, fast food e simili;bar caffetteria;29.0;20126.0;16.0;VLE MONZA;2.0;9.22591540276;45.5174308852;45.5174308852, 9.22591540276
C-PE/1878;VIA SOFFREDINI ALFREDO N. 77| isolato:011| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA SOFFREDINI ALFREDO;77;2440.0;;snoopy bar;82.0;20126.0;16.0;VLE MONZA;2.0;9.225438383;45.5204659072;45.5204659072, 9.225438383
C-PE/1880;Via GALENO CLAUDIO N. 4| isolato:023| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via GALENO CLAUDIO;4;2447.0;;elite;37.0;20126.0;16.0;VLE MONZA;2.0;9.22642409251;45.5196678864;45.5196678864, 9.22642409251
C-PE/1883;Piazzale SIENA N. 2| isolato:191| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Piazzale SIENA;2;6616.0;f - Bar caffè e simili;bar siena;72.0;20147.0;52.0;BANDE NERE;7.0;9.1365285765;45.4656924463;45.4656924463, 9.1365285765
C-PE/1885;Via FORZE ARMATE (DELLE) N. 32| isolato:198| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);32;6643.0;;bar tabacchi;58.0;20147.0;52.0;BANDE NERE;7.0;9.13442942733;45.4632093108;45.4632093108, 9.13442942733
C-PE/1886;Via FORZE ARMATE (DELLE) N. 28| isolato:200| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via FORZE ARMATE (DELLE);28;6643.0;;;87.0;20147.0;52.0;BANDE NERE;7.0;9.13528151864;45.4632879645;45.4632879645, 9.13528151864
C-PE/1888;Via PURICELLI GIAN PIETRO N. 9| isolato:193| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via PURICELLI GIAN PIETRO;9;6636.0;;trattor.pianeta rosso;67.0;20147.0;52.0;BANDE NERE;7.0;9.12931112367;45.4637323625;45.4637323625, 9.12931112367
C-PE/1890;Via GULLI TOMMASO N. 5| isolato:198| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via GULLI TOMMASO;5;6634.0;;bistrot bar caffet.gulli;52.0;20147.0;52.0;BANDE NERE;7.0;9.13495258341;45.4649947088;45.4649947088, 9.13495258341
C-PE/1892;Piazzale PERRUCCHETTI GIUSEPPE N. 4| isolato:105| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Piazzale PERRUCCHETTI GIUSEPPE;4;6632.0;;;43.0;20147.0;52.0;BANDE NERE;7.0;9.12764847051;45.466097959;45.466097959, 9.12764847051
C-PE/2519;Via PIATTI (DEI) N. 4|via dei piatti 004| isolato:397| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PIATTI (DEI);4;532.0;;;102.0;20123.0;1.0;DUOMO;1.0;9.18520586632;45.4607076665;45.4607076665, 9.18520586632
C-PE/2523;VIA TORINO N. 49|via torino 049| isolato:397| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA TORINO;49;543.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili|e - Bar gastronomici e simili;caffe torino;130.0;20123.0;1.0;DUOMO;1.0;9.18475578661;45.4609495554;45.4609495554, 9.18475578661
C-PE/2526;Via TORINO N. 61|via torino 061| isolato:399| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via TORINO;61;543.0;;city bar;60.0;20123.0;1.0;DUOMO;1.0;9.18287327083;45.460594816;45.460594816, 9.18287327083
C-PE/2529;Via UNIONE (DELL') N. 8|via dell' unione 008| isolato:444| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via UNIONE (DELL');8;521.0;;;267.0;20123.0;1.0;DUOMO;1.0;9.18722662964;45.4622188362;45.4622188362, 9.18722662964
PE/24689;Via BRESSANONE N. 8 numero civico 8/2 (z.d. 8);SOMMINISTRAZIONE - In piano;Via BRESSANONE;8;7425.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;127.0;20151.0;72.0;MAGGIORE - MUSOCCO;8.0;9.12922031744;45.4986957798;45.4986957798, 9.12922031744
C-PE/2573;Piazza MINNITI TITO N. 8| isolato:278| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazza MINNITI TITO;8;1133.0;;pizzeria la coccinella;32.0;20159.0;11.0;ISOLA;9.0;9.18945061022335;45.4877861786202;45.4877861786202, 9.18945061022335
C-PE/2579;Piazzale LAGOSTA N. 1| isolato:275| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazzale LAGOSTA;1;1155.0;;bar ristorante mako;74.0;20159.0;11.0;ISOLA;9.0;9.19040278763;45.4892772663;45.4892772663, 9.19040278763
C-PE/2580;Via VALTELLINA N. 40| isolato:205| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via VALTELLINA;40;1188.0;e - Bar gastronomici e simili;;95.0;20159.0;11.0;ISOLA;9.0;9.18263829335;45.4933660183;45.4933660183, 9.18263829335
C-PE/2581;Via VALTELLINA N. 18| isolato:250| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via VALTELLINA;18;1188.0;;;42.0;20159.0;11.0;ISOLA;9.0;9.18169184285;45.4911477759;45.4911477759, 9.18169184285
C-PE/2584;Corso VENEZIA N. 37|cso venezia 037| isolato:095| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso VENEZIA;37;238.0;;cafe rialto;48.0;20121.0;4.0;GUASTALLA;1.0;9.20051142077;45.4702740118;45.4702740118, 9.20051142077
C-PE/2591;PIAZZA MIRABELLO CARLO N. 5| isolato:178| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA MIRABELLO CARLO;5;1038.0;a - Ristorante, trattoria, osteria con cucina e simili;il verdi;97.0;20121.0;2.0;BRERA;1.0;9.19027109368;45.475175877;45.475175877, 9.19027109368
C-PE/2592;Via MONTEBELLO N. 7 con ingresso da piazza mirabel| isolato:177| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MONTEBELLO;7;1037.0;a - Ristorante, trattoria, osteria con cucina e simili;;126.0;20121.0;2.0;BRERA;1.0;9.18915090291;45.4753029843;45.4753029843, 9.18915090291
C-PE/2594;PIAZZA CAVOUR N. 5| isolato:016| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZA CAVOUR;5;237.0;e - Bar gastronomici e simili;;80.0;20121.0;2.0;BRERA;1.0;9.19528464583;45.4729716173;45.4729716173, 9.19528464583
C-PE/2595;Via MANIN DANIELE N. 7 int. hotel manin| isolato:016| accesso: accesso interno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MANIN DANIELE;7;1052.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;119.0;20121.0;2.0;BRERA;1.0;9.19603414997;45.4739752134;45.4739752134, 9.19603414997
C-PE/2597;Piazza CAVOUR N. 3|pza cavour 003| isolato:093| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza CAVOUR;3;237.0;;;50.0;20121.0;2.0;BRERA;1.0;9.19488724954;45.4729435958;45.4729435958, 9.19488724954
C-PE/2601;Via ALESSI GALEAZZO N. 1 isolato:130| accesso: accesso esterno| (z.d. 1) (z.d. 1);SOMMINISTRAZIONE - In piano;Via ALESSI GALEAZZO;1;5169.0;f - Bar caffè e simili|a - Ristorante, trattoria, osteria con cucina e simili;;95.0;20123.0;6.0;TICINESE;1.0;9.17679216878;45.4560594981;45.4560594981, 9.17679216878
C-PE/2603;VIA ARIBERTO DA INTIMIANO N. 1| isolato:133| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA ARIBERTO DA INTIMIANO;1;5092.0;a - Ristorante, trattoria, osteria con cucina e simili;;70.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17512410642;45.4573933153;45.4573933153, 9.17512410642
C-PE/171;Via CASORETTO N. 8| isolato:009| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via CASORETTO;8;2420.0;e - Bar gastronomici e simili;bar caffe;96.0;20131.0;20.0;LORETO;3.0;9.22556821858;45.4886849829;45.4886849829, 9.22556821858
C-PE/515;VIA IGLESIAS N. 43| isolato:196| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA IGLESIAS;43;2458.0;f - Bar caffè e simili;;60.0;20128.0;16.0;VLE MONZA;2.0;9.23334230592;45.5055538142;45.5055538142, 9.23334230592
